source_id,ra,ra_error,dec,parallax,parallax_error,parallax_over_error,pm,pmra,pmdec,phot_g_mean_mag,bp_rp,astrometric_excess_noise,astrometric_excess_noise_sig,visibility_periods_used,ruwe,l,b
47729215646206080,64.46150286122511,0.048841834,18.475053544960037,21.64021425359963,0.05619019,385.12442,117.2812,113.17087381270306,-30.77713833776765,12.703422,2.6998405,0.37217644,145.12346,16,2.711683,176.400902282755,-22.32143053671305
3406823245223942528,72.26509216185069,0.016840128,18.641073544602044,21.919610281288232,0.018607637,1177.99,97.4449,89.27223867799621,-39.06373579136996,8.757004,0.9974756,0.07505537,6.3231983,18,0.934118,181.1998994270444,-16.4663940642589
3406417903390509056,73.09168071718106,0.043776598,17.174054883750856,21.940221992612432,0.044422638,493.89734,93.981,87.45237417752612,-34.41671792561823,15.6612015,3.3148842,0.08467639,1.0606482,17,1.0058796,182.9180795593753,-16.709785532571523
38329666836450304,59.560442195261466,0.039668288,12.62796900981299,21.94775521269117,0.044486865,493.3536,130.28487,129.70709549745908,-12.256301508950882,15.08387,3.2001438,0.19747783,7.5764174,15,1.2253011,177.79961763300648,-29.729629338113188
3310634944368705664,64.9909642432842,0.057899028,14.035119724261309,21.97774049011765,0.062129736,353.73947,116.894905,115.369072100897,-18.825387132746577,5.5111136,0.39070892,0.3872715,207.6256,14,1.2135509,180.45940244258128,-24.79846263039215
3411887595780736128,72.17598570547419,0.18540244,21.10079745390958,22.640438518696524,0.2018068,112.188675,107.23722,92.82076515251067,-53.70407484742832,8.834197,1.0153942,1.3960341,2616.15,16,7.6235824,179.11356672908204,-15.043133618301356
3308127405023027328,70.3740966937844,0.019870428,13.221124178946916,22.66290805390508,0.023663454,957.7177,100.966545,99.23287062203264,-18.63009160821845,10.491406,1.8964214,0.14458363,29.599295,18,1.4050351,184.6424776843509,-21.164157392475733
3410453489022728576,68.42662834627303,0.2591766,19.013283769225044,20.30263423546744,0.264669,76.70953,106.93382,102.06974639555295,-31.88431589005483,18.51686,2.8797836,0.78548163,3.734267,14,0.9948081,178.54305180113414,-19.10050139704768
3294248609046258048,70.25766303016547,0.029978689,10.99439690016806,20.326483726131126,0.035580423,571.2828,92.00863,91.37520820343704,-10.77774524346995,13.846414,-0.3913021,0.26993138,51.342022,20,1.1069541,186.51008475052305,-22.566785733347924
3306016372760404992,66.1838628217439,0.0213206,10.77199736532266,20.47144649891011,0.02506536,816.7226,103.436485,102.92424133416888,-10.281400058163516,12.969965,2.4588194,0.103052825,8.30927,16,1.0844646,184.09048285410236,-25.911643243394117
3411031385460853248,70.6266761410155,0.020881573,20.45300678555645,20.476050830053644,0.021684114,944.2881,97.45201,89.80926126025199,-37.83108453264123,12.145561,2.5452776,0.13475686,29.864473,16,1.19598,178.71986867164435,-16.58404963077743
3409480318150949248,71.18277400779577,0.104637615,18.408079213384333,20.54437367664026,0.111013204,185.06244,96.832794,91.04631264091016,-32.97210157368121,13.635109,2.9869432,0.78671813,451.7778,17,6.493223,180.7449869739322,-17.42456481938937
3311229745799686912,65.75678797400016,0.033150133,15.228121233684698,20.706527940234576,0.036348913,569.66016,109.18311,107.43366431136246,-19.466892830338374,15.144566,3.082655,0.09242015,1.594172,14,1.0752293,179.96199416231303,-23.46945802681805
3312281634829711488,64.55462493665708,0.025806265,16.098024004388698,20.725496302360657,0.029271381,708.04645,109.89051,107.2614855943022,-23.893462096674515,14.750199,3.0744343,0.10460047,2.995067,16,1.1234928,178.4238695167367,-23.80268405930593
